"","year","month","neighbourhood","num_reviews","date"
"502","2016","12","Bos en Lommer",136,2016-12-01
"503","2016","12","Buitenveldert - Zuidas",13,2016-12-01
"504","2016","12","Centrum-Oost",497,2016-12-01
"505","2016","12","Centrum-West",754,2016-12-01
"506","2016","12","De Aker - Nieuw Sloten",44,2016-12-01
"507","2016","12","De Baarsjes - Oud-West",494,2016-12-01
"508","2016","12","De Pijp - Rivierenbuurt",411,2016-12-01
"509","2016","12","Gaasperdam - Driemond",9,2016-12-01
"510","2016","12","Geuzenveld - Slotermeer",42,2016-12-01
"511","2016","12","IJburg - Zeeburgereiland",59,2016-12-01
"512","2016","12","Noord-Oost",38,2016-12-01
"513","2016","12","Noord-West",65,2016-12-01
"514","2016","12","Oostelijk Havengebied - Indische Buurt",158,2016-12-01
"515","2016","12","Osdorp",26,2016-12-01
"516","2016","12","Oud-Noord",131,2016-12-01
"517","2016","12","Oud-Oost",168,2016-12-01
"518","2016","12","Slotervaart",78,2016-12-01
"519","2016","12","Watergraafsmeer",82,2016-12-01
"520","2016","12","Westerpark",252,2016-12-01
"521","2016","12","Zuid",176,2016-12-01
"522","2017","01","Bijlmer-Centrum",19,2017-01-01
"523","2017","01","Bijlmer-Oost",20,2017-01-01
"524","2017","01","Bos en Lommer",193,2017-01-01
"525","2017","01","Buitenveldert - Zuidas",21,2017-01-01
"526","2017","01","Centrum-Oost",547,2017-01-01
"527","2017","01","Centrum-West",823,2017-01-01
"528","2017","01","De Aker - Nieuw Sloten",37,2017-01-01
"529","2017","01","De Baarsjes - Oud-West",643,2017-01-01
"530","2017","01","De Pijp - Rivierenbuurt",519,2017-01-01
"531","2017","01","Gaasperdam - Driemond",18,2017-01-01
"532","2017","01","Geuzenveld - Slotermeer",26,2017-01-01
"533","2017","01","IJburg - Zeeburgereiland",100,2017-01-01
"534","2017","01","Noord-Oost",39,2017-01-01
"535","2017","01","Noord-West",68,2017-01-01
"536","2017","01","Oostelijk Havengebied - Indische Buurt",225,2017-01-01
"537","2017","01","Osdorp",22,2017-01-01
"538","2017","01","Oud-Noord",156,2017-01-01
"539","2017","01","Oud-Oost",237,2017-01-01
"540","2017","01","Slotervaart",74,2017-01-01
"541","2017","01","Watergraafsmeer",133,2017-01-01
"542","2017","01","Westerpark",306,2017-01-01
"543","2017","01","Zuid",264,2017-01-01
"544","2017","02","Bijlmer-Centrum",20,2017-02-01
"545","2017","02","Bijlmer-Oost",17,2017-02-01
"546","2017","02","Bos en Lommer",212,2017-02-01
"547","2017","02","Buitenveldert - Zuidas",29,2017-02-01
"548","2017","02","Centrum-Oost",536,2017-02-01
"549","2017","02","Centrum-West",868,2017-02-01
"550","2017","02","De Aker - Nieuw Sloten",53,2017-02-01
"551","2017","02","De Baarsjes - Oud-West",619,2017-02-01
"552","2017","02","De Pijp - Rivierenbuurt",543,2017-02-01
"553","2017","02","Gaasperdam - Driemond",33,2017-02-01
"554","2017","02","Geuzenveld - Slotermeer",39,2017-02-01
"555","2017","02","IJburg - Zeeburgereiland",83,2017-02-01
"556","2017","02","Noord-Oost",29,2017-02-01
"557","2017","02","Noord-West",86,2017-02-01
"558","2017","02","Oostelijk Havengebied - Indische Buurt",188,2017-02-01
"559","2017","02","Osdorp",20,2017-02-01
"560","2017","02","Oud-Noord",150,2017-02-01
"561","2017","02","Oud-Oost",200,2017-02-01
"562","2017","02","Slotervaart",87,2017-02-01
"563","2017","02","Watergraafsmeer",100,2017-02-01
"564","2017","02","Westerpark",312,2017-02-01
"565","2017","02","Zuid",243,2017-02-01
"566","2017","03","Bijlmer-Centrum",28,2017-03-01
"567","2017","03","Bijlmer-Oost",27,2017-03-01
"568","2017","03","Bos en Lommer",243,2017-03-01
"569","2017","03","Buitenveldert - Zuidas",23,2017-03-01
"570","2017","03","Centrum-Oost",644,2017-03-01
"571","2017","03","Centrum-West",970,2017-03-01
"572","2017","03","De Aker - Nieuw Sloten",56,2017-03-01
"573","2017","03","De Baarsjes - Oud-West",790,2017-03-01
"574","2017","03","De Pijp - Rivierenbuurt",575,2017-03-01
"575","2017","03","Gaasperdam - Driemond",20,2017-03-01
"576","2017","03","Geuzenveld - Slotermeer",28,2017-03-01
"577","2017","03","IJburg - Zeeburgereiland",122,2017-03-01
"578","2017","03","Noord-Oost",40,2017-03-01
"579","2017","03","Noord-West",95,2017-03-01
"580","2017","03","Oostelijk Havengebied - Indische Buurt",240,2017-03-01
"581","2017","03","Osdorp",44,2017-03-01
"582","2017","03","Oud-Noord",169,2017-03-01
"583","2017","03","Oud-Oost",242,2017-03-01
"584","2017","03","Slotervaart",93,2017-03-01
"585","2017","03","Watergraafsmeer",114,2017-03-01
"586","2017","03","Westerpark",365,2017-03-01
"587","2017","03","Zuid",279,2017-03-01
"588","2017","04","Bijlmer-Centrum",56,2017-04-01
"589","2017","04","Bijlmer-Oost",38,2017-04-01
"590","2017","04","Bos en Lommer",469,2017-04-01
"591","2017","04","Buitenveldert - Zuidas",96,2017-04-01
"592","2017","04","Centrum-Oost",971,2017-04-01
"593","2017","04","Centrum-West",1403,2017-04-01
"594","2017","04","De Aker - Nieuw Sloten",87,2017-04-01
"595","2017","04","De Baarsjes - Oud-West",1423,2017-04-01
"596","2017","04","De Pijp - Rivierenbuurt",1042,2017-04-01
"597","2017","04","Gaasperdam - Driemond",76,2017-04-01
"598","2017","04","Geuzenveld - Slotermeer",82,2017-04-01
"599","2017","04","IJburg - Zeeburgereiland",190,2017-04-01
"600","2017","04","Noord-Oost",121,2017-04-01
"601","2017","04","Noord-West",206,2017-04-01
"602","2017","04","Oostelijk Havengebied - Indische Buurt",427,2017-04-01
"603","2017","04","Osdorp",83,2017-04-01
"604","2017","04","Oud-Noord",297,2017-04-01
"605","2017","04","Oud-Oost",518,2017-04-01
"606","2017","04","Slotervaart",199,2017-04-01
"607","2017","04","Watergraafsmeer",202,2017-04-01
"608","2017","04","Westerpark",708,2017-04-01
"609","2017","04","Zuid",610,2017-04-01
"610","2017","05","Bijlmer-Centrum",55,2017-05-01
"611","2017","05","Bijlmer-Oost",43,2017-05-01
"612","2017","05","Bos en Lommer",445,2017-05-01
"613","2017","05","Buitenveldert - Zuidas",89,2017-05-01
"614","2017","05","Centrum-Oost",986,2017-05-01
"615","2017","05","Centrum-West",1453,2017-05-01
"616","2017","05","De Aker - Nieuw Sloten",84,2017-05-01
"617","2017","05","De Baarsjes - Oud-West",1399,2017-05-01
"618","2017","05","De Pijp - Rivierenbuurt",1114,2017-05-01
"619","2017","05","Gaasperdam - Driemond",68,2017-05-01
"620","2017","05","Geuzenveld - Slotermeer",76,2017-05-01
"621","2017","05","IJburg - Zeeburgereiland",206,2017-05-01
"622","2017","05","Noord-Oost",122,2017-05-01
"623","2017","05","Noord-West",215,2017-05-01
"624","2017","05","Oostelijk Havengebied - Indische Buurt",458,2017-05-01
"625","2017","05","Osdorp",64,2017-05-01
"626","2017","05","Oud-Noord",262,2017-05-01
"627","2017","05","Oud-Oost",482,2017-05-01
"628","2017","05","Slotervaart",184,2017-05-01
"629","2017","05","Watergraafsmeer",192,2017-05-01
"630","2017","05","Westerpark",683,2017-05-01
"631","2017","05","Zuid",719,2017-05-01
"632","2017","06","Bijlmer-Centrum",47,2017-06-01
"633","2017","06","Bijlmer-Oost",25,2017-06-01
"634","2017","06","Bos en Lommer",349,2017-06-01
"635","2017","06","Buitenveldert - Zuidas",60,2017-06-01
"636","2017","06","Centrum-Oost",885,2017-06-01
"637","2017","06","Centrum-West",1211,2017-06-01
"638","2017","06","De Aker - Nieuw Sloten",84,2017-06-01
"639","2017","06","De Baarsjes - Oud-West",1083,2017-06-01
"640","2017","06","De Pijp - Rivierenbuurt",884,2017-06-01
"641","2017","06","Gaasperdam - Driemond",70,2017-06-01
"642","2017","06","Geuzenveld - Slotermeer",90,2017-06-01
"643","2017","06","IJburg - Zeeburgereiland",141,2017-06-01
"644","2017","06","Noord-Oost",94,2017-06-01
"645","2017","06","Noord-West",188,2017-06-01
"646","2017","06","Oostelijk Havengebied - Indische Buurt",337,2017-06-01
"647","2017","06","Osdorp",65,2017-06-01
"648","2017","06","Oud-Noord",249,2017-06-01
"649","2017","06","Oud-Oost",404,2017-06-01
"650","2017","06","Slotervaart",170,2017-06-01
"651","2017","06","Watergraafsmeer",131,2017-06-01
"652","2017","06","Westerpark",507,2017-06-01
"653","2017","06","Zuid",497,2017-06-01
"654","2017","07","Bijlmer-Centrum",56,2017-07-01
"655","2017","07","Bijlmer-Oost",27,2017-07-01
"656","2017","07","Bos en Lommer",423,2017-07-01
"657","2017","07","Buitenveldert - Zuidas",81,2017-07-01
"658","2017","07","Centrum-Oost",956,2017-07-01
"659","2017","07","Centrum-West",1260,2017-07-01
"660","2017","07","De Aker - Nieuw Sloten",68,2017-07-01
"661","2017","07","De Baarsjes - Oud-West",1245,2017-07-01
"662","2017","07","De Pijp - Rivierenbuurt",991,2017-07-01
"663","2017","07","Gaasperdam - Driemond",83,2017-07-01
"664","2017","07","Geuzenveld - Slotermeer",79,2017-07-01
"665","2017","07","IJburg - Zeeburgereiland",160,2017-07-01
"666","2017","07","Noord-Oost",105,2017-07-01
"667","2017","07","Noord-West",174,2017-07-01
"668","2017","07","Oostelijk Havengebied - Indische Buurt",390,2017-07-01
"669","2017","07","Osdorp",73,2017-07-01
"670","2017","07","Oud-Noord",289,2017-07-01
"671","2017","07","Oud-Oost",412,2017-07-01
"672","2017","07","Slotervaart",184,2017-07-01
"673","2017","07","Watergraafsmeer",155,2017-07-01
"674","2017","07","Westerpark",555,2017-07-01
"675","2017","07","Zuid",528,2017-07-01
"676","2017","08","Bijlmer-Centrum",30,2017-08-01
"677","2017","08","Bijlmer-Oost",23,2017-08-01
"678","2017","08","Bos en Lommer",438,2017-08-01
"679","2017","08","Buitenveldert - Zuidas",79,2017-08-01
"680","2017","08","Centrum-Oost",946,2017-08-01
"681","2017","08","Centrum-West",1297,2017-08-01
"682","2017","08","De Aker - Nieuw Sloten",89,2017-08-01
"683","2017","08","De Baarsjes - Oud-West",1437,2017-08-01
"684","2017","08","De Pijp - Rivierenbuurt",1060,2017-08-01
"685","2017","08","Gaasperdam - Driemond",69,2017-08-01
"686","2017","08","Geuzenveld - Slotermeer",95,2017-08-01
"687","2017","08","IJburg - Zeeburgereiland",210,2017-08-01
"688","2017","08","Noord-Oost",151,2017-08-01
"689","2017","08","Noord-West",206,2017-08-01
"690","2017","08","Oostelijk Havengebied - Indische Buurt",460,2017-08-01
"691","2017","08","Osdorp",79,2017-08-01
"692","2017","08","Oud-Noord",309,2017-08-01
"693","2017","08","Oud-Oost",505,2017-08-01
"694","2017","08","Slotervaart",170,2017-08-01
"695","2017","08","Watergraafsmeer",223,2017-08-01
"696","2017","08","Westerpark",571,2017-08-01
"697","2017","08","Zuid",594,2017-08-01
"698","2017","09","Bijlmer-Centrum",39,2017-09-01
"699","2017","09","Bijlmer-Oost",38,2017-09-01
"700","2017","09","Bos en Lommer",384,2017-09-01
"701","2017","09","Buitenveldert - Zuidas",80,2017-09-01
"702","2017","09","Centrum-Oost",932,2017-09-01
"703","2017","09","Centrum-West",1211,2017-09-01
"704","2017","09","De Aker - Nieuw Sloten",60,2017-09-01
"705","2017","09","De Baarsjes - Oud-West",1220,2017-09-01
"706","2017","09","De Pijp - Rivierenbuurt",944,2017-09-01
"707","2017","09","Gaasperdam - Driemond",59,2017-09-01
"708","2017","09","Geuzenveld - Slotermeer",108,2017-09-01
"709","2017","09","IJburg - Zeeburgereiland",138,2017-09-01
"710","2017","09","Noord-Oost",92,2017-09-01
"711","2017","09","Noord-West",166,2017-09-01
"712","2017","09","Oostelijk Havengebied - Indische Buurt",329,2017-09-01
"713","2017","09","Osdorp",64,2017-09-01
"714","2017","09","Oud-Noord",243,2017-09-01
"715","2017","09","Oud-Oost",427,2017-09-01
"716","2017","09","Slotervaart",148,2017-09-01
"717","2017","09","Watergraafsmeer",141,2017-09-01
"718","2017","09","Westerpark",547,2017-09-01
"719","2017","09","Zuid",511,2017-09-01
"720","2017","10","Bijlmer-Centrum",41,2017-10-01
"721","2017","10","Bijlmer-Oost",56,2017-10-01
"722","2017","10","Bos en Lommer",362,2017-10-01
"723","2017","10","Buitenveldert - Zuidas",69,2017-10-01
"724","2017","10","Centrum-Oost",898,2017-10-01
"725","2017","10","Centrum-West",1215,2017-10-01
"726","2017","10","De Aker - Nieuw Sloten",68,2017-10-01
"727","2017","10","De Baarsjes - Oud-West",1179,2017-10-01
"728","2017","10","De Pijp - Rivierenbuurt",913,2017-10-01
"729","2017","10","Gaasperdam - Driemond",72,2017-10-01
"730","2017","10","Geuzenveld - Slotermeer",83,2017-10-01
"731","2017","10","IJburg - Zeeburgereiland",173,2017-10-01
"732","2017","10","Noord-Oost",93,2017-10-01
"733","2017","10","Noord-West",165,2017-10-01
"734","2017","10","Oostelijk Havengebied - Indische Buurt",344,2017-10-01
"735","2017","10","Osdorp",59,2017-10-01
"736","2017","10","Oud-Noord",266,2017-10-01
"737","2017","10","Oud-Oost",397,2017-10-01
"738","2017","10","Slotervaart",173,2017-10-01
"739","2017","10","Watergraafsmeer",140,2017-10-01
"740","2017","10","Westerpark",518,2017-10-01
"741","2017","10","Zuid",542,2017-10-01
"742","2017","11","Bijlmer-Centrum",43,2017-11-01
"743","2017","11","Bijlmer-Oost",30,2017-11-01
"744","2017","11","Bos en Lommer",232,2017-11-01
"745","2017","11","Buitenveldert - Zuidas",37,2017-11-01
"746","2017","11","Centrum-Oost",636,2017-11-01
"747","2017","11","Centrum-West",925,2017-11-01
"748","2017","11","De Aker - Nieuw Sloten",45,2017-11-01
"749","2017","11","De Baarsjes - Oud-West",812,2017-11-01
"750","2017","11","De Pijp - Rivierenbuurt",591,2017-11-01
"751","2017","11","Gaasperdam - Driemond",52,2017-11-01
"752","2017","11","Geuzenveld - Slotermeer",41,2017-11-01
"753","2017","11","IJburg - Zeeburgereiland",105,2017-11-01
"754","2017","11","Noord-Oost",46,2017-11-01
"755","2017","11","Noord-West",114,2017-11-01
"756","2017","11","Oostelijk Havengebied - Indische Buurt",216,2017-11-01
"757","2017","11","Osdorp",37,2017-11-01
"758","2017","11","Oud-Noord",176,2017-11-01
"759","2017","11","Oud-Oost",248,2017-11-01
"760","2017","11","Slotervaart",130,2017-11-01
"761","2017","11","Watergraafsmeer",84,2017-11-01
"762","2017","11","Westerpark",325,2017-11-01
"763","2017","11","Zuid",324,2017-11-01
"764","2017","12","Bijlmer-Centrum",28,2017-12-01
"765","2017","12","Bijlmer-Oost",24,2017-12-01
"766","2017","12","Bos en Lommer",207,2017-12-01
"767","2017","12","Buitenveldert - Zuidas",29,2017-12-01
"768","2017","12","Centrum-Oost",604,2017-12-01
"769","2017","12","Centrum-West",846,2017-12-01
"770","2017","12","De Aker - Nieuw Sloten",49,2017-12-01
"771","2017","12","De Baarsjes - Oud-West",757,2017-12-01
"772","2017","12","De Pijp - Rivierenbuurt",522,2017-12-01
"773","2017","12","Gaasperdam - Driemond",28,2017-12-01
"774","2017","12","Geuzenveld - Slotermeer",47,2017-12-01
"775","2017","12","IJburg - Zeeburgereiland",80,2017-12-01
"776","2017","12","Noord-Oost",45,2017-12-01
"777","2017","12","Noord-West",92,2017-12-01
"778","2017","12","Oostelijk Havengebied - Indische Buurt",162,2017-12-01
"779","2017","12","Osdorp",32,2017-12-01
"780","2017","12","Oud-Noord",182,2017-12-01
"781","2017","12","Oud-Oost",224,2017-12-01
"782","2017","12","Slotervaart",94,2017-12-01
"783","2017","12","Watergraafsmeer",74,2017-12-01
"784","2017","12","Westerpark",287,2017-12-01
"785","2017","12","Zuid",285,2017-12-01
"786","2018","01","Bijlmer-Centrum",34,2018-01-01
"787","2018","01","Bijlmer-Oost",31,2018-01-01
"788","2018","01","Bos en Lommer",277,2018-01-01
"789","2018","01","Buitenveldert - Zuidas",39,2018-01-01
"790","2018","01","Centrum-Oost",672,2018-01-01
"791","2018","01","Centrum-West",892,2018-01-01
"792","2018","01","De Aker - Nieuw Sloten",39,2018-01-01
"793","2018","01","De Baarsjes - Oud-West",898,2018-01-01
"794","2018","01","De Pijp - Rivierenbuurt",590,2018-01-01
"795","2018","01","Gaasperdam - Driemond",29,2018-01-01
"796","2018","01","Geuzenveld - Slotermeer",49,2018-01-01
"797","2018","01","IJburg - Zeeburgereiland",97,2018-01-01
"798","2018","01","Noord-Oost",70,2018-01-01
"799","2018","01","Noord-West",108,2018-01-01
"800","2018","01","Oostelijk Havengebied - Indische Buurt",230,2018-01-01
"801","2018","01","Osdorp",32,2018-01-01
"802","2018","01","Oud-Noord",198,2018-01-01
"803","2018","01","Oud-Oost",275,2018-01-01
"804","2018","01","Slotervaart",109,2018-01-01
"805","2018","01","Watergraafsmeer",97,2018-01-01
"806","2018","01","Westerpark",349,2018-01-01
"807","2018","01","Zuid",337,2018-01-01
"808","2018","02","Bijlmer-Centrum",32,2018-02-01
"809","2018","02","Bijlmer-Oost",32,2018-02-01
"810","2018","02","Bos en Lommer",261,2018-02-01
"811","2018","02","Buitenveldert - Zuidas",38,2018-02-01
"812","2018","02","Centrum-Oost",735,2018-02-01
"813","2018","02","Centrum-West",921,2018-02-01
"814","2018","02","De Aker - Nieuw Sloten",61,2018-02-01
"815","2018","02","De Baarsjes - Oud-West",809,2018-02-01
"816","2018","02","De Pijp - Rivierenbuurt",621,2018-02-01
"817","2018","02","Gaasperdam - Driemond",45,2018-02-01
"818","2018","02","Geuzenveld - Slotermeer",61,2018-02-01
"819","2018","02","IJburg - Zeeburgereiland",79,2018-02-01
"820","2018","02","Noord-Oost",50,2018-02-01
"821","2018","02","Noord-West",99,2018-02-01
"822","2018","02","Oostelijk Havengebied - Indische Buurt",184,2018-02-01
"823","2018","02","Osdorp",34,2018-02-01
"824","2018","02","Oud-Noord",210,2018-02-01
"825","2018","02","Oud-Oost",234,2018-02-01
"826","2018","02","Slotervaart",113,2018-02-01
"827","2018","02","Watergraafsmeer",94,2018-02-01
"828","2018","02","Westerpark",297,2018-02-01
"829","2018","02","Zuid",332,2018-02-01
"830","2018","03","Bijlmer-Centrum",60,2018-03-01
"831","2018","03","Bijlmer-Oost",46,2018-03-01
"832","2018","03","Bos en Lommer",330,2018-03-01
"833","2018","03","Buitenveldert - Zuidas",53,2018-03-01
"834","2018","03","Centrum-Oost",841,2018-03-01
"835","2018","03","Centrum-West",1134,2018-03-01
"836","2018","03","De Aker - Nieuw Sloten",61,2018-03-01
"837","2018","03","De Baarsjes - Oud-West",1018,2018-03-01
"838","2018","03","De Pijp - Rivierenbuurt",756,2018-03-01
"839","2018","03","Gaasperdam - Driemond",52,2018-03-01
"840","2018","03","Geuzenveld - Slotermeer",83,2018-03-01
"841","2018","03","IJburg - Zeeburgereiland",112,2018-03-01
"842","2018","03","Noord-Oost",67,2018-03-01
"843","2018","03","Noord-West",130,2018-03-01
"844","2018","03","Oostelijk Havengebied - Indische Buurt",261,2018-03-01
"845","2018","03","Osdorp",53,2018-03-01
"846","2018","03","Oud-Noord",243,2018-03-01
"847","2018","03","Oud-Oost",302,2018-03-01
"848","2018","03","Slotervaart",132,2018-03-01
"849","2018","03","Watergraafsmeer",120,2018-03-01
"850","2018","03","Westerpark",403,2018-03-01
"851","2018","03","Zuid",383,2018-03-01
"852","2018","04","Bijlmer-Centrum",76,2018-04-01
"853","2018","04","Bijlmer-Oost",63,2018-04-01
"854","2018","04","Bos en Lommer",464,2018-04-01
"855","2018","04","Buitenveldert - Zuidas",99,2018-04-01
"856","2018","04","Centrum-Oost",1147,2018-04-01
"857","2018","04","Centrum-West",1594,2018-04-01
"858","2018","04","De Aker - Nieuw Sloten",101,2018-04-01
"859","2018","04","De Baarsjes - Oud-West",1547,2018-04-01
"860","2018","04","De Pijp - Rivierenbuurt",1189,2018-04-01
"861","2018","04","Gaasperdam - Driemond",114,2018-04-01
"862","2018","04","Geuzenveld - Slotermeer",127,2018-04-01
"863","2018","04","IJburg - Zeeburgereiland",199,2018-04-01
"864","2018","04","Noord-Oost",127,2018-04-01
"865","2018","04","Noord-West",226,2018-04-01
"866","2018","04","Oostelijk Havengebied - Indische Buurt",401,2018-04-01
"867","2018","04","Osdorp",62,2018-04-01
"868","2018","04","Oud-Noord",368,2018-04-01
"869","2018","04","Oud-Oost",506,2018-04-01
"870","2018","04","Slotervaart",177,2018-04-01
"871","2018","04","Watergraafsmeer",207,2018-04-01
"872","2018","04","Westerpark",649,2018-04-01
"873","2018","04","Zuid",740,2018-04-01
"874","2018","05","Bijlmer-Centrum",80,2018-05-01
"875","2018","05","Bijlmer-Oost",68,2018-05-01
"876","2018","05","Bos en Lommer",514,2018-05-01
"877","2018","05","Buitenveldert - Zuidas",94,2018-05-01
"878","2018","05","Centrum-Oost",1178,2018-05-01
"879","2018","05","Centrum-West",1620,2018-05-01
"880","2018","05","De Aker - Nieuw Sloten",102,2018-05-01
"881","2018","05","De Baarsjes - Oud-West",1499,2018-05-01
"882","2018","05","De Pijp - Rivierenbuurt",1198,2018-05-01
"883","2018","05","Gaasperdam - Driemond",140,2018-05-01
"884","2018","05","Geuzenveld - Slotermeer",140,2018-05-01
"885","2018","05","IJburg - Zeeburgereiland",198,2018-05-01
"886","2018","05","Noord-Oost",151,2018-05-01
"887","2018","05","Noord-West",213,2018-05-01
"888","2018","05","Oostelijk Havengebied - Indische Buurt",387,2018-05-01
"889","2018","05","Osdorp",83,2018-05-01
"890","2018","05","Oud-Noord",346,2018-05-01
"891","2018","05","Oud-Oost",500,2018-05-01
"892","2018","05","Slotervaart",193,2018-05-01
"893","2018","05","Watergraafsmeer",240,2018-05-01
"894","2018","05","Westerpark",665,2018-05-01
"895","2018","05","Zuid",760,2018-05-01
"896","2018","06","Bijlmer-Centrum",86,2018-06-01
"897","2018","06","Bijlmer-Oost",51,2018-06-01
"898","2018","06","Bos en Lommer",442,2018-06-01
"899","2018","06","Buitenveldert - Zuidas",70,2018-06-01
"900","2018","06","Centrum-Oost",1085,2018-06-01
"901","2018","06","Centrum-West",1605,2018-06-01
"902","2018","06","De Aker - Nieuw Sloten",78,2018-06-01
"903","2018","06","De Baarsjes - Oud-West",1327,2018-06-01
"904","2018","06","De Pijp - Rivierenbuurt",1030,2018-06-01
"905","2018","06","Gaasperdam - Driemond",111,2018-06-01
"906","2018","06","Geuzenveld - Slotermeer",104,2018-06-01
"907","2018","06","IJburg - Zeeburgereiland",189,2018-06-01
"908","2018","06","Noord-Oost",142,2018-06-01
"909","2018","06","Noord-West",208,2018-06-01
"910","2018","06","Oostelijk Havengebied - Indische Buurt",373,2018-06-01
"911","2018","06","Osdorp",76,2018-06-01
"912","2018","06","Oud-Noord",367,2018-06-01
"913","2018","06","Oud-Oost",438,2018-06-01
"914","2018","06","Slotervaart",182,2018-06-01
"915","2018","06","Watergraafsmeer",201,2018-06-01
"916","2018","06","Westerpark",579,2018-06-01
"917","2018","06","Zuid",655,2018-06-01
"918","2018","07","Bijlmer-Centrum",65,2018-07-01
"919","2018","07","Bijlmer-Oost",60,2018-07-01
"920","2018","07","Bos en Lommer",486,2018-07-01
"921","2018","07","Buitenveldert - Zuidas",82,2018-07-01
"922","2018","07","Centrum-Oost",1195,2018-07-01
"923","2018","07","Centrum-West",1635,2018-07-01
"924","2018","07","De Aker - Nieuw Sloten",89,2018-07-01
"925","2018","07","De Baarsjes - Oud-West",1516,2018-07-01
"926","2018","07","De Pijp - Rivierenbuurt",1136,2018-07-01
"927","2018","07","Gaasperdam - Driemond",118,2018-07-01
"928","2018","07","Geuzenveld - Slotermeer",97,2018-07-01
"929","2018","07","IJburg - Zeeburgereiland",214,2018-07-01
"930","2018","07","Noord-Oost",171,2018-07-01
"931","2018","07","Noord-West",233,2018-07-01
"932","2018","07","Oostelijk Havengebied - Indische Buurt",420,2018-07-01
"933","2018","07","Osdorp",85,2018-07-01
"934","2018","07","Oud-Noord",389,2018-07-01
"935","2018","07","Oud-Oost",469,2018-07-01
"936","2018","07","Slotervaart",196,2018-07-01
"937","2018","07","Watergraafsmeer",202,2018-07-01
"938","2018","07","Westerpark",600,2018-07-01
"939","2018","07","Zuid",679,2018-07-01
"940","2018","08","Bijlmer-Centrum",63,2018-08-01
"941","2018","08","Bijlmer-Oost",64,2018-08-01
"942","2018","08","Bos en Lommer",503,2018-08-01
"943","2018","08","Buitenveldert - Zuidas",87,2018-08-01
"944","2018","08","Centrum-Oost",1103,2018-08-01
"945","2018","08","Centrum-West",1600,2018-08-01
"946","2018","08","De Aker - Nieuw Sloten",86,2018-08-01
"947","2018","08","De Baarsjes - Oud-West",1639,2018-08-01
"948","2018","08","De Pijp - Rivierenbuurt",1082,2018-08-01
"949","2018","08","Gaasperdam - Driemond",108,2018-08-01
"950","2018","08","Geuzenveld - Slotermeer",99,2018-08-01
"951","2018","08","IJburg - Zeeburgereiland",284,2018-08-01
"952","2018","08","Noord-Oost",184,2018-08-01
"953","2018","08","Noord-West",228,2018-08-01
"954","2018","08","Oostelijk Havengebied - Indische Buurt",461,2018-08-01
"955","2018","08","Osdorp",83,2018-08-01
"956","2018","08","Oud-Noord",417,2018-08-01
"957","2018","08","Oud-Oost",555,2018-08-01
"958","2018","08","Slotervaart",194,2018-08-01
"959","2018","08","Watergraafsmeer",265,2018-08-01
"960","2018","08","Westerpark",660,2018-08-01
"961","2018","08","Zuid",685,2018-08-01
"962","2018","09","Bijlmer-Centrum",81,2018-09-01
"963","2018","09","Bijlmer-Oost",76,2018-09-01
"964","2018","09","Bos en Lommer",485,2018-09-01
"965","2018","09","Buitenveldert - Zuidas",88,2018-09-01
"966","2018","09","Centrum-Oost",1108,2018-09-01
"967","2018","09","Centrum-West",1710,2018-09-01
"968","2018","09","De Aker - Nieuw Sloten",92,2018-09-01
"969","2018","09","De Baarsjes - Oud-West",1456,2018-09-01
"970","2018","09","De Pijp - Rivierenbuurt",1196,2018-09-01
"971","2018","09","Gaasperdam - Driemond",87,2018-09-01
"972","2018","09","Geuzenveld - Slotermeer",99,2018-09-01
"973","2018","09","IJburg - Zeeburgereiland",154,2018-09-01
"974","2018","09","Noord-Oost",121,2018-09-01
"975","2018","09","Noord-West",184,2018-09-01
"976","2018","09","Oostelijk Havengebied - Indische Buurt",368,2018-09-01
"977","2018","09","Osdorp",70,2018-09-01
"978","2018","09","Oud-Noord",330,2018-09-01
"979","2018","09","Oud-Oost",460,2018-09-01
"980","2018","09","Slotervaart",178,2018-09-01
"981","2018","09","Watergraafsmeer",203,2018-09-01
"982","2018","09","Westerpark",639,2018-09-01
"983","2018","09","Zuid",631,2018-09-01
"984","2018","10","Bijlmer-Centrum",83,2018-10-01
"985","2018","10","Bijlmer-Oost",62,2018-10-01
"986","2018","10","Bos en Lommer",459,2018-10-01
"987","2018","10","Buitenveldert - Zuidas",88,2018-10-01
"988","2018","10","Centrum-Oost",1195,2018-10-01
"989","2018","10","Centrum-West",1714,2018-10-01
"990","2018","10","De Aker - Nieuw Sloten",80,2018-10-01
"991","2018","10","De Baarsjes - Oud-West",1399,2018-10-01
"992","2018","10","De Pijp - Rivierenbuurt",1091,2018-10-01
"993","2018","10","Gaasperdam - Driemond",78,2018-10-01
"994","2018","10","Geuzenveld - Slotermeer",136,2018-10-01
"995","2018","10","IJburg - Zeeburgereiland",171,2018-10-01
"996","2018","10","Noord-Oost",114,2018-10-01
"997","2018","10","Noord-West",211,2018-10-01
"998","2018","10","Oostelijk Havengebied - Indische Buurt",368,2018-10-01
"999","2018","10","Osdorp",65,2018-10-01
"1000","2018","10","Oud-Noord",371,2018-10-01
"1001","2018","10","Oud-Oost",479,2018-10-01
"1002","2018","10","Slotervaart",207,2018-10-01
"1003","2018","10","Watergraafsmeer",183,2018-10-01
"1004","2018","10","Westerpark",577,2018-10-01
